Log_ID,Server_ID,Server_Cluster_x,Log_Timestamp,CPU_Utilization (%),Memory_Usage (%),Disk_IO (%),Network_Traffic_In (MB/s),Network_Traffic_Out (MB/s),Uptime (Hours),Downtime (Hours),Source_Station,Log_Date,Hour_Of_Day,Total_Time_Hours,Availability (%),Is_High_CPU,Is_High_Memory,Is_High_Disk_IO,Hostname,IP_Address,OS_Type,Server_Location,Admin_Name,Server_Cluster_y,Admin_Email,Admin_Phone
Station1_LOG00411,SRV011,CL-7,2025-08-01 23:18:00,17.34,80.35,54.8,16.09,16.41,753.08,0.41,Station1,2025-08-01,23,753.49,99.94558653731303,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00412,SRV046,CL-7,2025-08-01 19:51:00,89.76,30.26,55.75,7.04,21.71,705.49,3.91,Station1,2025-08-01,19,709.4,99.44882999718072,True,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00413,SRV056,CL-4,2025-08-02 06:07:00,86.44,60.67,33.61,6.23,21.32,495.21,1.15,Station1,2025-08-02,6,496.35999999999996,99.76831332097672,True,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00414,SRV023,CL-1,2025-08-02 09:32:00,78.16,55.91,28.73,18.44,7.77,397.91,2.73,Station1,2025-08-02,9,400.64000000000004,99.31859025559106,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00415,SRV029,CL-2,2025-08-02 09:40:00,38.86,22.27,79.92,27.47,17.65,396.71,6.7,Station1,2025-08-02,9,403.40999999999997,98.33915867231849,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00416,SRV077,CL-1,2025-08-01 02:51:00,91.53,53.845,20.23,24.3,19.43,854.1,0.16,Station1,2025-08-01,2,854.26,99.98127033924098,True,False,False,host-077,10.0.30.24,Linux,New York,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00417,SRV013,CL-2,2025-08-02 19:21:00,18.93,54.68,41.09,22.37,4.46,697.46,1.63,Station1,2025-08-02,19,699.09,99.76683974881631,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00418,SRV081,CL-4,2025-08-02 01:58:00,51.58,84.57,64.12,20.8,4.45,743.57,2.82,Station1,2025-08-02,1,746.3900000000001,99.62218143329893,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00419,SRV036,CL-9,2025-08-01 13:33:00,20.23,24.15,38.16,3.79,3.13,122.77,8.79,Station1,2025-08-01,13,131.56,93.31863788385527,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00420,SRV067,CL-5,2025-08-01 20:27:00,85.14,74.62,6.41,5.04,13.555,581.47,1.66,Station1,2025-08-01,20,583.13,99.71532934337112,True,False,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00421,SRV081,CL-4,2025-08-02 20:17:00,60.12,45.21,45.0,21.12,21.38,858.49,5.43,Station1,2025-08-02,20,863.92,99.37146958051673,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00422,SRV096,CL-4,2025-08-01 18:22:00,29.74,68.14,26.31,6.43,19.19,685.3,9.64,Station1,2025-08-01,18,694.9399999999999,98.61282988459436,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00423,SRV019,CL-2,2025-08-02 16:17:00,54.38,53.59,72.12,2.78,7.69,397.19,2.05,Station1,2025-08-02,16,399.24,99.48652439635308,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00424,SRV013,CL-2,2025-08-01 23:26:00,81.88,56.22,47.97,1.64,8.48,491.05,7.3,Station1,2025-08-01,23,498.35,98.53516604795826,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00425,SRV089,CL-1,2025-08-01 22:34:00,94.52,65.43,48.62,11.03,4.52,341.94,8.27,Station1,2025-08-01,22,350.21,97.63855972131009,True,False,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00426,SRV016,CL-2,2025-08-02 22:07:00,71.5,89.54,35.41,4.98,1.41,357.4,7.26,Station1,2025-08-02,22,364.65999999999997,98.0091043711951,False,True,False,host-016,10.0.2.195,Windows,Mumbai,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00427,SRV045,CL-2,2025-08-01 02:47:00,17.41,66.12,43.94,21.04,5.14,462.83,0.51,Station1,2025-08-01,2,463.34,99.88992964130013,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00428,SRV006,CL-4,2025-08-01 09:15:00,37.82,41.11,35.66,19.39,9.96,472.93,6.88,Station1,2025-08-01,9,479.81,98.56609908088618,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00429,SRV091,CL-2,2025-08-01 11:23:00,66.45,22.72,30.41,6.44,2.82,291.56,0.59,Station1,2025-08-01,11,292.15,99.79804894745851,False,False,False,host-091,10.0.22.9,Windows,London,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00430,SRV032,CL-4,2025-08-02 05:27:00,29.98,29.17,21.09,29.39,19.66,892.4,5.37,Station1,2025-08-02,5,897.77,99.40185125366186,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00431,SRV029,CL-2,2025-08-02 04:35:00,87.87,86.6,38.57,15.86,3.46,463.12,5.57,Station1,2025-08-02,4,468.69,98.81158121572895,True,True,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00432,SRV023,CL-1,2025-08-01 03:54:00,50.37,69.33,62.24,27.8,19.1,996.19,8.55,Station1,2025-08-01,3,1004.74,99.14903358082688,False,False,False,host-023,10.0.60.118,Windows,Singapore,Diana,CL-1,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00433,SRV020,CL-9,2025-08-02 17:23:00,54.9,21.33,35.04,24.51,23.25,615.09,1.16,Station1,2025-08-02,17,616.25,99.81176470588235,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00434,SRV045,CL-2,2025-08-01 02:36:00,16.27,88.33,50.11,17.73,21.24,138.7,3.71,Station1,2025-08-01,2,142.41,97.39484586756546,False,True,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00435,SRV013,CL-2,2025-08-01 23:11:00,45.78,82.48,11.94,17.51,16.97,454.22,0.4,Station1,2025-08-01,23,454.62,99.91201442963354,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00436,SRV014,CL-10,2025-08-02 03:06:00,73.85,56.39,12.04,19.67,20.87,482.28,4.76,Station1,2025-08-02,3,487.03999999999996,99.02266754270697,False,False,False,host-014,10.0.7.78,Windows,Mumbai,Fiona,CL-10,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00437,SRV008,CL-1,2025-08-02 18:14:00,50.18,84.31,40.78,19.32,23.05,834.67,8.0,Station1,2025-08-02,18,842.67,99.05063666678534,False,False,False,host-008,10.0.121.33,Linux,New York,Bob,CL-1,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00438,SRV097,CL-3,2025-08-01 14:32:00,34.91,44.85,45.3,11.95,3.85,577.78,9.22,Station1,2025-08-01,14,587.0,98.42930153321976,False,False,False,host-097,10.0.44.225,Linux,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00439,SRV046,CL-7,2025-08-02 22:45:00,48.81,86.56,52.34,6.64,9.65,171.75,7.01,Station1,2025-08-02,22,178.76,96.07854106063996,False,True,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00440,SRV010,CL-4,2025-08-01 21:24:00,65.45,53.53,64.47,5.62,0.95,171.68,5.23,Station1,2025-08-01,21,176.91,97.0436945339438,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00441,SRV096,CL-4,2025-08-01 05:14:00,11.7,62.19,30.47,15.52,17.28,120.04,8.82,Station1,2025-08-01,5,128.86,93.15536240881576,False,False,False,host-096,10.0.247.66,Windows,Frankfurt,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00442,SRV081,CL-4,2025-08-02 10:50:00,75.33,73.13,42.2,0.95,12.97,265.84,6.74,Station1,2025-08-02,10,272.58,97.5273314256365,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00443,SRV073,CL-3,2025-08-02 14:16:00,19.92,48.49,52.6,6.28,17.2,118.73,1.72,Station1,2025-08-02,14,120.45,98.57202158572022,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00444,SRV046,CL-7,2025-08-02 00:48:00,10.04,23.6,63.23,16.96,17.11,702.37,7.72,Station1,2025-08-02,0,710.09,98.91281386866453,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00445,SRV017,CL-6,2025-08-02 04:20:00,46.79,46.73,16.49,1.06,16.33,273.26,6.18,Station1,2025-08-02,4,279.44,97.7884340108789,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00446,SRV026,CL-2,2025-08-02 13:10:00,30.54,38.25,32.41,17.88,2.03,571.83,3.22,Station1,2025-08-02,13,575.0500000000001,99.44004869141814,False,False,False,host-026,10.0.46.172,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00447,SRV020,CL-9,2025-08-02 09:44:00,36.11,35.18,72.77,8.69,12.27,332.11,8.07,Station1,2025-08-02,9,340.18,97.6277264977365,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00448,SRV036,CL-9,2025-08-02 04:46:00,33.02,38.5,33.72,26.98,12.58,850.74,9.62,Station1,2025-08-02,4,860.36,98.8818634060161,False,False,False,host-036,10.0.83.37,Windows,New York,Alice,CL-9,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00449,SRV089,CL-1,2025-08-01 01:55:00,61.13,58.24,71.65,24.33,16.48,940.12,9.56,Station1,2025-08-01,1,949.68,98.99334512677956,False,False,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00450,SRV032,CL-4,2025-08-02 19:57:00,62.17,77.84,73.15,26.73,11.53,786.62,5.94,Station1,2025-08-02,19,792.5600000000001,99.25052992833349,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00451,SRV081,CL-4,2025-08-01 08:28:00,70.48,66.0,39.400000000000006,17.2,2.77,502.51,6.95,Station1,2025-08-01,8,509.46,98.6358104659836,False,False,False,host-081,10.0.91.217,Windows,London,Ethan,CL-4,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00452,SRV006,CL-4,2025-08-01 17:12:00,94.05,24.47,10.13,1.7,16.18,292.32,4.8,Station1,2025-08-01,17,297.12,98.38449111470112,True,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00453,SRV005,CL-3,2025-08-01 06:28:00,24.82,71.89,54.9,5.39,24.21,558.42,0.92,Station1,2025-08-01,6,559.3399999999999,99.83552043479817,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00454,SRV017,CL-6,2025-08-02 16:42:00,61.97,75.62,57.5,8.72,3.71,114.33,8.36,Station1,2025-08-02,16,122.69,93.18607873502323,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00455,SRV034,CL-6,2025-08-02 11:52:00,16.35,59.88,76.13,24.61,12.69,747.68,9.9,Station1,2025-08-02,11,757.5799999999999,98.69320731803903,False,False,False,host-034,10.0.70.112,Linux,Singapore,Hannah,CL-6,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00456,SRV035,CL-6,2025-08-02 23:29:00,21.45,29.97,40.0,17.53,2.58,756.46,4.84,Station1,2025-08-02,23,761.3000000000001,99.36424536976224,False,False,False,host-035,10.0.136.46,Windows,Singapore,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00457,SRV082,CL-10,2025-08-01 16:33:00,22.9,28.91,13.52,28.52,10.01,118.85,0.88,Station1,2025-08-01,16,119.72999999999999,99.26501294579471,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00458,SRV074,CL-3,2025-08-01 10:27:00,25.8,68.07,69.66,3.15,3.93,188.59,5.52,Station1,2025-08-01,10,194.11,97.1562516099119,False,False,False,host-074,10.0.246.17,Windows,New York,Hannah,CL-3,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00459,SRV020,CL-9,2025-08-01 17:20:00,55.49,68.62,33.94,18.18,22.13,195.7,4.66,Station1,2025-08-01,17,200.35999999999999,97.67418646436414,False,False,False,host-020,10.0.236.93,Windows,London,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00460,SRV094,CL-8,2025-08-02 13:52:00,64.9,24.34,59.36,9.44,6.52,969.82,8.99,Station1,2025-08-02,13,978.8100000000001,99.08153778567853,False,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00461,SRV011,CL-7,2025-08-02 21:09:00,13.51,31.26,62.54,16.33,14.81,351.71,6.03,Station1,2025-08-02,21,357.73999999999995,98.31441829261476,False,False,False,host-011,10.0.220.226,Windows,Singapore,Fiona,CL-7,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00462,SRV048,CL-9,2025-08-02 20:25:00,83.61,76.5,50.57,9.35,9.6,164.16,9.17,Station1,2025-08-02,20,173.32999999999998,94.70951364449317,False,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00463,SRV046,CL-7,2025-08-01 12:18:00,22.05,22.53,44.83,10.57,17.97,523.59,6.06,Station1,2025-08-01,12,529.65,98.8558482016426,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00464,SRV017,CL-6,2025-08-01 00:59:00,49.49,59.32,40.62,18.46,3.67,505.02,0.42,Station1,2025-08-01,0,505.44,99.91690408357074,False,False,False,host-017,10.0.188.240,Windows,Mumbai,Ethan,CL-6,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00465,SRV043,CL-8,2025-08-02 01:06:00,90.63,56.87,51.0,12.32,12.39,670.03,6.07,Station1,2025-08-02,1,676.1,99.10220381600354,True,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00466,SRV028,CL-2,2025-08-01 23:59:00,42.52,51.66,23.06,13.14,8.33,119.52,8.31,Station1,2025-08-01,23,127.83,93.49917859657357,False,False,False,host-028,10.0.151.99,Linux,Singapore,Fiona,CL-2,fiona@xyzcorp.com,+1-202-230-1591
Station1_LOG00467,SRV019,CL-2,2025-08-01 05:11:00,31.17,56.52,79.43,9.05,20.12,369.73,8.51,Station1,2025-08-01,5,378.24,97.75010575296108,False,False,False,host-019,10.0.37.201,Linux,Frankfurt,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00468,SRV005,CL-3,2025-08-02 21:19:00,57.46,52.94,68.55,14.88,24.81,584.38,6.99,Station1,2025-08-02,21,591.37,98.81799888394744,False,False,False,host-005,10.0.39.146,Windows,New York,Diana,CL-3,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00469,SRV078,CL-1,2025-08-02 18:24:00,40.42,60.75,67.99,1.31,9.5,651.63,4.3,Station1,2025-08-02,18,655.93,99.34444224231245,False,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00470,SRV082,CL-10,2025-08-02 17:16:00,78.85,40.69,69.97,7.97,18.15,179.37,0.95,Station1,2025-08-02,17,180.32,99.4731588287489,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00471,SRV078,CL-1,2025-08-01 12:03:00,85.05,73.76,46.42,24.19,2.47,813.56,0.51,Station1,2025-08-01,12,814.0699999999999,99.93735182478164,True,False,False,host-078,10.0.59.148,Linux,Singapore,George,CL-1,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00472,SRV073,CL-3,2025-08-02 18:25:00,69.33,21.7,56.8,19.47,17.83,346.32,5.83,Station1,2025-08-02,18,352.15,98.3444554877183,False,False,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00473,SRV054,CL-9,2025-08-01 22:24:00,73.99,63.26,56.26,17.52,15.17,916.61,7.51,Station1,2025-08-01,22,924.12,99.18733497814138,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00474,SRV067,CL-5,2025-08-02 03:26:00,28.55,53.15,5.92,3.65,7.42,464.58,0.59,Station1,2025-08-02,3,465.16999999999996,99.87316464948299,False,False,False,host-067,10.0.93.42,Linux,Mumbai,Hannah,CL-5,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00475,SRV043,CL-8,2025-08-01 03:30:00,18.17,56.87,9.98,25.43,24.21,127.74,4.18,Station1,2025-08-01,3,131.92,96.83141297756215,False,False,False,host-043,10.0.177.175,Linux,Singapore,Bob,CL-8,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00476,SRV040,CL-6,2025-08-02 05:30:00,41.14,40.96,50.96,22.18,12.41,368.23,3.31,Station1,2025-08-02,5,371.54,99.1091134198202,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00477,SRV073,CL-3,2025-08-02 19:40:00,38.45,87.66,40.0,7.31,19.13,469.46,3.42,Station1,2025-08-02,19,472.88,99.27677211977668,False,True,False,host-073,10.0.191.2,Linux,New York,George,CL-3,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00478,SRV040,CL-6,2025-08-01 18:02:00,72.18,24.85,70.19,7.39,5.08,158.14,5.5,Station1,2025-08-01,18,163.64,96.63896357858715,False,False,False,host-040,10.0.135.185,Windows,New York,Bob,CL-6,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00479,SRV063,CL-10,2025-08-01 22:05:00,91.15,73.57,32.5,16.58,9.98,138.01,2.87,Station1,2025-08-01,22,140.88,97.96280522430438,True,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00480,SRV046,CL-7,2025-08-02 14:10:00,90.81,59.32,38.58,10.28,5.03,682.23,5.51,Station1,2025-08-02,14,687.74,99.19882513740657,True,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00481,SRV010,CL-4,2025-08-01 14:13:00,52.48,58.489999999999995,42.47,1.52,6.08,155.89,0.4,Station1,2025-08-01,14,156.29,99.74406551922708,False,False,False,host-010,10.0.44.34,Linux,London,Charlie,CL-4,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00482,SRV032,CL-4,2025-08-02 04:50:00,84.15,75.37,62.16,25.72,5.71,107.67,8.06,Station1,2025-08-02,4,115.73,93.03551369567096,False,False,False,host-032,10.0.47.156,Linux,New York,Diana,CL-4,diana@xyzcorp.com,+1-202-789-3073
Station1_LOG00483,SRV045,CL-2,2025-08-01 06:03:00,46.78,49.53,63.11,2.33,23.17,154.77,1.45,Station1,2025-08-01,6,156.22,99.07182178978364,False,False,False,host-045,10.0.248.214,Linux,New York,Charlie,CL-2,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00484,SRV054,CL-9,2025-08-02 06:20:00,18.7,79.25,76.06,11.9,13.82,149.58,9.64,Station1,2025-08-02,6,159.22000000000003,93.94548423564878,False,False,False,host-054,10.0.204.57,Windows,Mumbai,Charlie,CL-9,charlie@xyzcorp.com,+1-202-817-1167
Station1_LOG00485,SRV082,CL-10,2025-08-02 00:10:00,52.65,54.64,7.0,23.12,21.4,492.87,9.4,Station1,2025-08-02,0,502.27,98.12849662532105,False,False,False,host-082,10.0.237.227,Windows,New York,Ethan,CL-10,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00486,SRV006,CL-4,2025-08-01 05:29:00,42.47,69.61,60.14,21.69,13.45,831.18,7.23,Station1,2025-08-01,5,838.41,99.13765341539343,False,False,False,host-006,10.0.232.230,Windows,Mumbai,Alice,CL-4,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00487,SRV013,CL-2,2025-08-01 02:17:00,33.97,73.58,56.87,14.97,5.36,364.25,8.82,Station1,2025-08-01,2,373.07,97.63583241750878,False,False,False,host-013,10.0.95.98,Linux,New York,Hannah,CL-2,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00488,SRV063,CL-10,2025-08-02 22:12:00,71.11,52.95,28.52,12.2,19.52,210.02,7.83,Station1,2025-08-02,22,217.85000000000002,96.40578379619004,False,False,False,host-063,10.0.167.228,Windows,New York,Alice,CL-10,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00489,SRV056,CL-4,2025-08-01 05:18:00,28.46,60.67,43.44,22.23,1.81,997.3,4.84,Station1,2025-08-01,5,1002.14,99.51703354820684,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00490,SRV050,CL-1,2025-08-02 08:06:00,53.76,72.35,62.18,21.6,10.12,981.01,7.52,Station1,2025-08-02,8,988.53,99.2392744782657,False,False,False,host-050,10.0.187.128,Linux,Singapore,Alice,CL-1,alice@xyzcorp.com,+1-202-531-6896
Station1_LOG00491,SRV046,CL-7,2025-08-01 01:04:00,16.98,72.47,30.46,18.45,7.98,721.53,7.41,Station1,2025-08-01,1,728.9399999999999,98.98345542843032,False,False,False,host-046,10.0.23.82,Linux,New York,George,CL-7,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00492,SRV029,CL-2,2025-08-02 04:51:00,83.91,39.05,8.46,17.42,3.39,553.13,3.49,Station1,2025-08-02,4,556.62,99.37300132945278,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00493,SRV041,CL-10,2025-08-01 20:59:00,46.36,48.49,13.17,14.9,10.98,265.99,9.97,Station1,2025-08-01,20,275.96000000000004,96.38715755906652,False,False,False,host-041,10.0.187.69,Linux,Mumbai,Hannah,CL-10,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00494,SRV029,CL-2,2025-08-02 21:53:00,17.92,74.08,77.36,28.94,2.09,985.55,4.75,Station1,2025-08-02,21,990.3,99.520347369484,False,False,False,host-029,10.0.94.201,Windows,Mumbai,George,CL-2,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00495,SRV001,CL-8,2025-08-01 06:31:00,63.93,52.18,44.18,19.69,9.35,490.96,1.02,Station1,2025-08-01,6,491.97999999999996,99.79267449896338,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00496,SRV094,CL-8,2025-08-02 18:27:00,89.91,37.91,76.22,4.37,10.72,525.51,6.81,Station1,2025-08-02,18,532.3199999999999,98.7206943192065,True,False,False,host-094,10.0.160.175,Linux,Singapore,Ethan,CL-8,ethan@xyzcorp.com,+1-202-853-1213
Station1_LOG00497,SRV089,CL-1,2025-08-01 11:39:00,42.57,82.92,11.27,9.84,19.5,309.31,5.84,Station1,2025-08-01,11,315.15,98.14691416785658,False,False,False,host-089,10.0.225.14,Windows,Frankfurt,Hannah,CL-1,hannah@xyzcorp.com,+1-202-151-5538
Station1_LOG00498,SRV001,CL-8,2025-08-02 15:02:00,47.43,56.77,29.8,6.38,2.95,716.15,4.17,Station1,2025-08-02,15,720.3199999999999,99.42109062638828,False,False,False,host-001,10.0.186.8,Windows,London,George,CL-8,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00499,SRV056,CL-4,2025-08-02 01:15:00,72.53,64.85,14.19,3.65,15.19,211.85,4.43,Station1,2025-08-02,1,216.28,97.95172923987423,False,False,False,host-056,10.0.140.244,Windows,New York,George,CL-4,george@xyzcorp.com,+1-202-749-4405
Station1_LOG00500,SRV084,CL-9,2025-08-01 05:43:00,60.23,31.05,61.53,10.35,5.97,624.46,1.87,Station1,2025-08-01,5,626.33,99.7014353455846,False,False,False,host-084,10.0.44.81,Windows,Singapore,Bob,CL-9,bob@xyzcorp.com,+1-202-691-4215
Station1_LOG00501,SRV048,CL-9,2025-08-02 03:48:00,26.95,35.67,13.02,18.05,20.84,711.96,3.01,Station1,2025-08-02,3,714.97,99.5790033148244,False,False,False,host-048,10.0.64.1,Linux,Frankfurt,Fiona,CL-9,fiona@xyzcorp.com,+1-202-230-1591
